Origin,Dest,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
PAK,ESP,,,,,,,,,,,,,,,,,,,,4,6,9,13,18,25,25,30,32,36,41,38,47,45,44,47
LKA,FIN,,,,,,,,,,,,,,,,,,,,,,,,65,68,75,86,65,63,62,61,60,66,91,99
GMB,SEN,,,,,,,,,,,,,,,,,,,,,,40,39,16,14,13,13,14,14,17,17,14,15,,2
SDN,NLD,,,,,,,,,,,,,,,,,,43,85,227,418,609,1189,2052,,2793,3121,3404,3537,3618,3794,3810,3108,2324,2057
SOM,ROU,,,,,,,,,,,,,,,,,280,230,91,91,60,29,333,355,361,378,383,388,397,99,109,111,120,109,107
ZAF,EGY,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ST,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,31,37,22,35,37
AFG,PAK,,,,,400000,1428230,2375330,2877480,2900000,2500000,2729910,2878100,3156000,3254393,3272290,3253000,3098000,1627000,1476876,1053000,1126500,1200000,1200000,1200000,1200000,2000000,2197821,1226569,1123647,960041,1084208,1043984,2032453,1780150,1739935
ARG,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
QAT,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,5,2,41,50,58,55
SLE,BGR,,,,,,,,,,,,,,,,,,,,1,1,1,,,,11,12,12,12,12,12,12,12,12,12
BEL,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
COG,BFA,,,,,,,,,,,,,,,,,,,,,,,29,57,94,96,71,71,76,83,90,98,99,101,98
IRQ,TUR,,,,,,,,,,,190,,190,1550,1690,1400,28049,11437,4944,2672,2850,3029,731,954,604,642,585,376,267,125,126,141,3662,7481,6194
COG,NOR,,,,,,,,,,,,,,,,,,,,,,,5,9,20,22,87,102,127,147,169,169,47,48,47
MKD,AUS,,,,,,,,,,,,,,,,,,,,,,10,23,25,21,28,29,16,14,14,4,,10,10,10
ETH,FIN,,,,,,,,,,,,,,,,,,,,,,,,124,133,131,102,37,42,46,47,47,55,60,55
NGA,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1
SLE,COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10
AFG,NZL,,,,,,,,,,,,,,,,,,,,,,5,5,5,,181,434,562,618,1142,1261,961,162,167,169
BDI,CAF,,,,,,,,,,,,,,,,,,,29,115,147,179,184,183,57,59,51,56,35,43,46,41,41,28,26
GHA,CHE,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,6,6,6,6,4,7,7
ZWE,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1
AZE,BEL,,,,,,,,,,,,,,,,,,,,,,,,8,8,9,2,3,3,33,46,45,38,27,27
SWZ,CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
BIH,IRL,,,,,,,,,,,,,,,,,,,,375,,,,,,650,652,655,507,,3,3,11,11,13
DZA,KHM,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,1,1,1,1
ZWE,AUT,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,3,3,10,13
ARM,UKR,,,,,,,,,,,,,,,,,,,,,,,6,16,18,228,245,244,242,206,215,208,205,195,196
SOM,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
DZA,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1
ECU,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,4
NGA,GTM,,,,,,,,,,,,,,,,,,,,,,9,9,1,1,1,1,1,1,1,1,1,1,,
RWA,PHL,,,,,,,,,,,,,,,,,,,,,,19,24,28,28,21,15,8,7,7,5,6,7,7,6
JOR,ARE,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,
VNM,NER,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
CIV,BEL,,,,,,,,,,,,,,,,,,,,,,,,28,18,28,4,5,14,16,33,189,246,,201
KWT,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,32,96,200,354,427
DNK,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,10,5,4,1,0
LBR,CUB,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,1,0
IRQ,BEL,,,,,,,,,,,,,,,,,,,,,,250,250,192,241,314,228,229,209,167,231,253,292,494,718
GHA,MOZ,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
ROU,SWE,,,,,,,,,,,,,,,,3905,4405,4542,4602,4324,3856,3389,2706,1784,1027,944,342,118,58,34,24,25,26,27,30
COD,MLI,,,,,,,,,,,,,,,,,,,,,,,44,55,70,77,77,84,89,106,116,124,157,131,126
UZB,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
AGO,TGO,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,
KHM,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,,,,,
ETH,BEN,,,,,,,,,,,,,,,,,,,,,,,4,6,11,15,14,16,16,16,16,5,6,5,4
RWA,SWZ,,,,,,,,,,,,,,,,,,,21,50,53,56,58,71,71,67,67,67,74,87,98,97,117,108,108
ALB,AUS,,,,,,,,,,,,,,,,,,,,,,42,8,31,50,63,67,62,40,22,13,16,64,49,49
SWZ,CUB,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,
AUS,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,11,41,24,57,37,23
BGR,CAN,,,,,,,,,,,,,,,,,,,,1645,1053,499,420,455,,588,708,742,711,693,794,835,1552,1414,1238
LAO,ARG,,,,,,,,,,,,,,,,,,,52,75,,,,1344,1321,1321,1321,1321,1328,1329,1333,1333,1333,1,0
BRB,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,,11,9,6,0
RUS,TJK,,,,,,,,,,,,,,,,,,,,,,3,7,7,4,4,4,4,,,,,,,
IND,NLD,,,,,,,,,,,,,,,,,,34,34,35,36,37,40,37,,24,22,19,19,21,20,19,16,15,14
ETH,DJI,,,8000,20000,28800,45310,31600,34000,29170,16770,17280,16720,13140,1272,1449,1426,11516,8000,16383,12798,7422,2046,2000,1924,1582,1508,1428,1445,1554,616,544,551,580,551,615
TGO,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1
ETH,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,4,4
*VA,BHR,,,,,,,,,,,,,,,80,1650,,,,,,,,,,,,,,,,,,,
SLE,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0
JOR,DNK,,,,,,,,,,,,,,,7,21,21,32,35,35,34,34,37,33,61,53,48,37,42,34,30,29,26,24,22
*ST,FIN,,,,,,,,,,,,,,,,,,,,,,,,87,87,96,76,39,47,54,66,72,68,73,80
YEM,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
COD,DNK,,,,,,,,,,,,,,,14,15,16,17,20,23,28,34,38,63,103,115,103,142,149,285,364,603,114,96,89
LAO,JPN,,,,,,220,500,610,580,,,,,,,,,,,,,,,553,515,390,300,160,65,23,,,,,0
CZE,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2
IRQ,NPL,,,,,,,,,,,,,,,,,,,,,,,,6,7,9,3,2,2,1,,7,1,2,3
COL,PAN,,,,,,,,,,,,,,,,,,,,,,7,10,564,733,711,881,989,860,1022,1137,1248,15904,15303,15299
TUR,BGR,,,,,,,,,,,,,,,,,,,,7,30,44,1,,,35,60,78,82,90,90,91,92,92,95
ETH,DNK,,,,,,,,,,,,,,,279,289,269,272,288,288,239,190,102,100,233,220,195,185,170,130,108,102,53,46,34
CYP,AUS,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,
ZMB,BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GMB,FIN,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,1,8,8,11
ROU,DNK,,,,,,,,,,,,,,,120,199,200,205,221,221,211,202,175,135,155,68,46,29,15,14,9,8,8,8,5
ZAF,GBR,,,,,,,,,,,,,,115,115,119,105,74,27,20,20,20,25,25,,15,15,5,15,16,16,17,15,25,55
BGD,IND,,,,,,,,,,,,,,,,,,53187,56000,53465,53482,53500,40080,,,,,2,2,2,,,,,
LBR,UKR,,,,,,,,,,,,,,,,,,,,,,8,16,20,3,2,2,2,2,2,2,2,2,3,3
USA,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
MAC,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8
CMR,SEN,,,,,,,,,,,,,,,,,,,,,,26,11,12,7,8,9,9,9,11,11,11,11,11,11
MRT,AGO,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,4,5,7,10,13,16,64
MLI,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,44,75,110
IRQ,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,15,15,15,16,16,16
LKA,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TUR,GRC,,,,,,,,300,540,1040,700,850,1080,,1470,,,,1272,1326,1439,1553,1395,2274,2274,2327,2430,629,620,464,392,328,281,225,141
NAM,DNK,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,,,
TGO,BEN,,,,,,,,,,,,,,,,,,60,155908,70000,23370,4690,1300,1311,1305,1029,1182,1205,1221,1100,26632,9444,6208,5600,5921
UZB,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
MDA,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
IRQ,SEN,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,
CHN,AUT,,,,,,,,,,,,,,,,,,,,,,,,43,41,37,25,21,30,33,41,62,102,137,188
LKA,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,7,10
BIH,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,6166,6168,5636
KAZ,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464,3706,3524,1812,3800,2980,2755,1665
LBY,AUT,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2
ROU,GBR,,,,,,,,,,,,,,64,77,67,77,75,70,77,78,79,87,80,,195,250,355,428,502,549,551,542,542,492
BDI,UGA,,,,,,,,,,,,,,,,,,,,,,3,13,10,81,118,94,245,317,663,1660,1741,2224,3183,3777
PYF,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
COG,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2,1,1,1,1,1,1
ETH,SOM,,,500000,600000,1175000,2000000,700000,700000,700000,701300,812000,700000,840100,834000,769630,460000,,480,399,384,542,700,622,333,130,555,567,161,329,321,444,620,851,1783,1760
URY,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,11,9,29,22,21,10
AGO,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ZWE,USA,,,,,,,,,,,,,,,,,,,,,,5,11,11,11,17,,139,270,481,891,1025,1207,1438,1666
CHL,BEL,,,,,,,,,,,,,,,,,,,,,,964,964,162,356,84,196,149,124,101,87,76,72,65,62
KHM,NER,,,,,,,,,,,,,,,,,,,1,,,,6,12,18,,,,,,,,,,
IRQ,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
COG,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,33,69,69,70,62,63,60,55,62,20
NGA,BFA,,,,,,,,,,,,,,,,,,,,,,,51,51,52,52,,,,,,,,,
JOR,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,10,4,4
IRQ,ETH,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,5,6,6,,,,,
CHL,DZA,350,650,2000,2000,2000,,,,,,100,80,,,,,,,,,,,,,,,,,,,,,,,
LSO,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2
ETH,ROU,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,4,4,4,4,4,5
SLE,KAZ,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,1,1,,,,,,,
SVN,AUT,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,
MRT,BRA,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,1,2
SLE,MWI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
SLE,GIN,,,,,,,,,,,,,,,,,142601,153573,161092,154922,201874,248827,192235,297231,370631,310024,95527,60553,25000,7165,5423,5259,6394,6460,168
RUS,KGZ,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,0
BDI,MYS,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,,2,2,2,3,1,1
*PA,DZA,,3200,,,,,,,,,2000,2000,2000,5000,4000,4000,4000,4000,3998,3998,,,,,,4000,4005,4005,4005,4005,4005,4005,4005,4005,4006
AZE,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
PER,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,
GRC,GBR,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,
BDI,BFA,,,,,,,,,,,,,,,,,,,10,,,,47,42,49,50,63,63,64,62,58,62,57,60,62
CAN,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,43,35,109,57,487,63,52
ZWE,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3
AGO,COG,5000,,,150,,,,,,,,,,,,,,,10065,12697,16449,20201,20606,20980,20550,18515,17745,17746,3881,3632,2975,2666,2665,2652,813
JOR,ESP,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,6,6,7,7,7,8,5,4,9
TCD,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,9,12,12
ETH,ZWE,,,,,,,,,,,,,,,,,,50,43,49,42,35,39,113,120,96,191,198,222,152,,,52,39,40
CHL,VEN,,,,,,,,,,,160,,60,,,370,350,600,849,814,927,1041,45,39,39,,,,,,,,,,
ROU,COL,,,,,,,,,,,,,,,,,,,10,10,,,8,8,8,6,6,6,6,6,7,7,7,7,7
CUB,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0
TUR,NOR,,,,,,,,,,,,,,,,,,,,,,,74,86,100,102,116,146,162,169,173,169,169,183,158
BHR,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,,6,9,15,18
AGO,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,3334,3288,3272,3753,2006,2408,2463,3433
VEN,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,
LBN,VEN,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
EST,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,637,533,437,172,81,77,79
RUS,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,,
MDA,FRA,,,,,,,,,,,,,,,,,,,,,,3,,21,36,52,86,100,139,213,285,330,359,369,387
UGA,COD,,,,,49780,150000,125000,60000,65000,30810,17000,14230,4000,3998,4000,10099,20111,21085,21754,18560,17924,17289,44289,2000,3240,13020,20751,23012,18953,18953,18954,13904,13905,15,16
EGY,ITA,,,,,,2,4,5,6,6,7,8,8,9,8,7,5,4,4,4,5,6,6,8,,12,12,12,11,11,7,7,15,15,21
UGA,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,3,3
KHM,IND,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
GEO,USA,,,,,,,,,,,,,,,,,,,,,,185,261,354,598,753,889,967,770,791,817,1289,1093,1111,1091
LBR,MLI,,,,,,,,,,,,,,,,200,,,,,,357,443,352,391,380,381,382,397,446,423,411,80,82,423
VNM,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4
GUY,VEN,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,
TKM,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AGO,MAR,,,,,,,,,,,,,,,,,,,,,,1,1,,,8,8,9,9,9,2,2,4,4,3
MAC,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,,,
ROU,FIN,,,,,,,,,,,,,,,,,,,,,,,,113,113,75,37,5,3,3,1,1,1,1,1
ALB,MKD,,,,,,,,,,,,,,,,,,,240,98,,,,,,,,,,,,,,,
MUS,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,5,5,50,40,4,1
MMR,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,4,4,4
HRV,PAN,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,3,3,3,3,3,3,3,3,3,3
LBY,SYR,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,1,1,1,2,2,2,2,0
MOZ,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
TZA,BHR,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,
ERI,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,1748,2404,3617,4901,6427,7701,8829
ETH,SLE,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,
GNQ,CMR,30000,30000,30000,30000,10000,18000,18000,18000,,,,,,,,,,,140,163,59,60,100,,,,,,,,,44,36,37,36
IND,NOR,,,,,,,,,,,,,,,,,,,,,,,8,8,17,6,13,27,29,32,35,35,19,23,23
ZWE,GRC,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,1
CHL,BOL,,,,,,,,,,,50,,,,,,,,4,4,4,4,,1,,,,,,,,,7,7,8
LBN,NGA,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
AUT,USA,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,4,4,4,5
ERI,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
ERI,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7,7,7,8,8,4426,11852
ETH,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,16
UKR,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
TUN,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
COL,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,214,199,227,431,374,334,229
CHN,PER,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,2,2,2,2,2,2
SLE,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,16,22,22,23,24,24,24,24,24,23
HRV,SWE,,,,,,,,,,,,,,,,,,,92,876,911,946,1959,2833,,2863,2883,2902,2831,2050,2011,1996,987,113,113
IRQ,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
RWA,BFA,,,,,,,,,,,,,,,,,,,,,,,156,145,184,180,96,96,94,96,97,95,93,90,80
IRQ,ROU,,,,,,,,,,,,,,,,,,120,187,187,158,130,159,287,328,348,382,409,489,415,448,454,531,515,514
POL,NER,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
JAM,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
SDN,YEM,,,,,,,,,,,,,,,,,80,90,,1,,,10,24,134,91,76,75,63,56,64,78,81,89,78
*ST,JOR,,,,,,,,,,,,,,,,,,,1,2,4,6,,2,6,,13,17,17,12,28,36,29,42,69
COG,BDI,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,
SDN,LSO,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
BGR,ISL,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,
COG,CHE,,,,,,,,,,,,,,,,,,,,,,,,1,8,33,45,42,49,55,72,75,86,93,92
SRB,USA,,,,,,,,,,,,,,52,49,63,57,110,596,1275,1484,1694,1928,1674,15746,16143,16302,16145,16846,1664,3880,19116,3537,3031,1928
SLE,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
ALB,ROU,,,,,,,,,,,,,,,,,250,90,,,,,4,7,7,8,8,8,8,8,8,8,4,2,2
KWT,CAN,,,,,,,,,,,,,,,,,,,,672,651,631,570,437,,125,126,105,92,82,50,48,143,130,104
CUB,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
ROU,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
UGA,CAF,,,,,,,,,,,,,,,,,,,8,7,,,2,5,6,6,6,6,8,13,13,13,13,3,3
ETH,SEN,,,,,,,,,,,,,,,,,,,4,,,8,2,1,1,1,1,1,1,1,1,1,1,1,1
KEN,NAM,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
LBN,HUN,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,3,3,3,5,6,5,7,6,6
*PA,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,
COG,BGR,,,,,,,,,,,,,,,,,,,,,1,9,2,4,4,15,20,20,21,24,23,23,23,24,26
MDA,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,8,8,9,17,17
BGD,DNK,,,,,,,,,,,,,,,,3,9,10,12,12,12,12,14,16,20,17,3,5,4,4,4,4,3,4,5
DZA,DNK,,,,,,,,,,,,,,,1,1,1,1,1,1,,,11,28,45,51,45,50,55,53,52,44,23,17,15
KHM,FRA,,,,,,,,,,,,,,,,,,,,,,24298,22814,21364,19731,18126,16641,15439,14303,14097,13736,13514,13370,13195,13122
GAB,BEL,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,,2,10,8,3,2
ROU,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
AZE,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,
ETH,MEX,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,4,6,6,18,1,3,9,10,10
TJK,CAN,,,,,,,,,,,,,,,,,,,,1,2,3,8,104,,113,124,122,29,15,91,113,34,40,45
CUB,NLD,,,,,,,,,,,,,,,,,,3,3,4,5,6,7,7,,7,9,7,8,9,9,9,9,9,10
LKA,MLT,,,,,,,,,,,,,,,,,,,,,,5,,,,5,12,12,12,12,14,14,14,19,19
EST,SWE,,,,,,,,,,,,,,,,,2,59,95,120,121,123,123,124,,124,122,68,32,8,11,8,8,8,8
JOR,AUT,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,1,1,2,2,1,4,5,7
COL,CHL,,,,,,,,,,,,,,,,,,,4,4,8,12,11,6,7,27,51,72,99,189,416,725,948,1061,
LKA,UKR,,,,,,,,,,,,,,,,,,,,393,210,28,49,95,7,3,3,4,4,4,4,4,4,5,4
FRA,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CMR,MOZ,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
ISR,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
SRB,ARG,,,,,,,,,,,,,,,,,,,5,1,,,,11,14,,1,2,9,9,9,9,9,20,18
RWA,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
DZA,BEN,,,,,,,,,,,,,,,,,,,1,1,,,5,6,7,7,7,7,7,7,7,,2,2,2
SDN,NER,,,,,,,,,,,,,,,,,,,,,,20,3,29,11,,2,10,10,11,13,15,14,14,15
VNM,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
AZE,ARM,,,,,,,,,,,,,,,,,,300000,328000,299000,200000,200000,200000,310012,296215,280586,264327,247538,239250,235101,219324,113224,3815,3082,2681
ROU,CHE,,,,,,,,,,,,,,,,,,,1050,887,,,,269,279,243,207,157,130,67,61,54,50,50,39
*VA,PNG,,,,,,,,,,,,,,,17,19,9,7,,,,,,,,,,,,,,,,,
BFA,USA,,,,,,,,,,,,,,,,,,,,,,2,11,14,23,30,,,33,37,57,100,151,188,249
COD,MEX,,,,,,,,,,,,,,,,,,,1,1,,,1,2,2,3,3,6,9,17,36,36,38,40,52
CIV,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,54,64,64,59,59,59
COD,PHL,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,2,5,5,1,1,1,1,1
SOM,LBN,,,,,,,,,,,,,,,,,,60,60,93,110,127,151,154,159,136,159,136,134,79,29,7,23,36,21
BGD,ISL,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,3,,,,,,,,
SDN,CHE,,,,,,,,,,,,,,,,,,,,,,,,97,144,157,185,188,185,169,160,165,149,154,144
BDI,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,,,,,,,,
STP,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,,1,,2,0
*VA,JPN,,,,,,,,100,150,,,,,,,,,,,,,,,23,25,36,23,88,88,93,121,135,129,114,122
IRN,ISR,,,,,,,,,,,,,,,,,,,,,,,,2,,2,4,,,,5,1,1,,
SRB,BIH,,,,,,,,,,,,,,,,,,,,,,,,10000,26054,13260,9100,5999,3033,2991,3098,3032,187,170,174
ERI,AUT,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,6,13,21,24,29,34,48
GIN,FIN,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,3,7,8,11
RUS,DZA,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,1,1,,,,,,
AGO,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
ROU,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,8,76,211,255,303,321,328,450,445,369
SVK,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,14,14,14,15,15,16,16,18
ETH,ISR,,,,,,,,,,,,,,,,,,,,,,,,7,13,22,84,77,77,61,50,53,54,47,86
GNB,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
SYR,IRQ,,,,,,,,,,,2000,,,,,,,,,,,,,,,49,101,100,643,489,627,663,590,534,757
ARM,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,14,14,14,16
BTN,NLD,,,,,,,,,,,,,,,,,,,,,,8,13,14,,15,15,16,18,19,27,33,30,62,109
GEO,CHE,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,22,37,48,51,70,81,74,65,78
BDI,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,6
CIV,AUT,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,7,9,9,15,21,25
